Mes,Código Material,Venta Neta Kilos
2020-09,1015578,80.0
2020-09,1016231,2700.0
2020-09,1016242,120.0
2020-09,1017862,720.0
2020-09,1018434,740.0
2020-09,1018660,0.0
2020-09,1018661,0.0
2020-09,1018662,200.0
2020-09,1019983,0.0
2020-09,1025298,65.0
2020-09,1025986,0.0
2020-09,1030868,7368.0
2020-09,1030869,4152.0
2020-09,1030870,216.0
2020-09,1030871,336.0
2020-09,1031806,72.0
2020-09,1032664,20.8
2020-09,1032673,645.0
2020-09,1032719,0.0
2020-09,1041591,40.0
2020-09,1041779,75.0
2020-09,1041780,60.0
2020-09,1041782,40.0
2020-09,1041788,0.0
2020-09,1041799,100.0
2020-09,1041807,0.0
2020-09,1044660,0.0
2020-09,3001601,12375.0
2020-09,3001603,6975.0
2020-09,3002507,5000.0
2020-09,3002511,10.0
2020-09,3010861,6.0
2020-09,3011491,8500.0
2020-09,3014380,400.0
2020-09,3014381,20.0
2020-09,3017353,800.0
2020-09,3017624,1600.0
2020-09,3019452,41205.0
2020-09,1003863,160.0
2020-09,1003872,100.0
2020-09,1003874,45.0
2020-09,1003875,62.5
2020-09,1003915,0.0
2020-09,1003916,0.0
2020-09,1003930,12.0
2020-09,1003934,0.0
2020-09,1004126,1.0
2020-09,1004132,0.0
2020-09,1004146,0.0
2020-09,1004147,450.0
2020-09,1004150,20.0
2020-09,1004151,0.0
2020-09,1004157,20.0
2020-09,1004158,0.0
2020-09,1004159,0.0
2020-09,1007307,60.0
2020-09,1007308,0.0
2020-09,1007309,0.0
2020-09,1007310,60.0
2020-09,1008505,360.0
2020-09,1010975,20.0
2020-09,1010976,260.0
2020-09,1012304,80.0
2020-09,1012721,0.0
2020-09,1015578,0.0
2020-09,1018434,720.0
2020-09,1018660,0.0
2020-09,1018661,0.0
2020-09,1018662,0.0
2020-09,1019983,0.0
2020-09,1025298,20.0
2020-09,1030868,144.0
2020-09,1030869,312.0
2020-09,1030870,624.0
2020-09,1032665,0.0
2020-09,1041796,0.0
2020-09,3001601,9000.0
2020-09,3001602,340.0
2020-09,3002507,-12.5
2020-09,3019452,18053.0
2020-01,1003856,80.0
2020-01,1003863,200.0
2020-01,1003865,20.0
2020-01,1003866,50.0
2020-01,1003872,12.5
2020-01,1003874,4.5
2020-01,1003875,300.0
2020-01,1003883,20.0
2020-01,1003915,24.0
2020-01,1003916,24.0
2020-01,1003934,0.0
2020-01,1004130,2000.0
2020-01,1004132,0.0
2020-01,1004134,50.0
2020-01,1004146,150.0
2020-01,1004147,60.0
2020-01,1004157,450.0
2020-01,1004158,0.0
2020-01,1004159,20.0
2020-01,1007307,5.0
2020-01,1007308,0.0
2020-01,1007309,0.0
2020-01,1007310,0.0
2020-01,1008505,1400.0
2020-01,1010520,144.0
2020-01,1010975,60.0
2020-01,1010976,60.0
2020-01,1012304,30.0
2020-01,1012308,60.0
2020-01,1015578,200.0
2020-01,1016231,200.0
2020-01,1018434,720.0
2020-01,1018660,2.25
2020-01,1018661,10.0
2020-01,1018662,0.0
2020-01,1019983,0.0
2020-01,1025298,0.0
2020-01,1025986,0.0
2020-01,1030868,10680.0
2020-01,1030869,1152.0
2020-01,1030870,3600.0
2020-01,1030871,480.0
2020-01,1031806,96.0
2020-01,1032664,10.4
2020-01,1032665,1.3
2020-01,1032719,0.0
2020-01,1041591,40.0
2020-01,1041779,45.0
2020-01,1041781,30.0
2020-01,1041788,1.0
2020-01,1041799,0.0
2020-01,1041807,0.0
2020-01,1044660,4008.0
2020-01,3001603,500.0
2020-01,3002507,5625.0
2020-01,3002511,30.0
2020-01,3014380,2400.0
2020-01,3017353,900.0
2020-01,3017624,1200.0
2020-01,3019451,7592.0
2020-01,3019452,26110.0
2020-01,1003831,35.0
2020-01,1003856,840.0
2020-01,1003861,90.0
2020-01,1003863,200.0
2020-01,1003865,640.0
2020-01,1003866,100.0
2020-01,1003872,250.0
2020-01,1003874,36.0
2020-01,1003875,2037.5
2020-01,1003883,100.0
2020-01,1003915,24.0
2020-01,1003916,44.8
2020-01,1003934,0.0
2020-01,1004126,70.0
2020-01,1004132,0.0
2020-01,1004134,50.0
2020-01,1004135,0.0
2020-01,1004146,150.0
2020-01,1004147,0.0
2020-01,1004150,10.0
2020-01,1004151,10.0
2020-01,1004157,415.0
2020-01,1004158,0.0
2020-01,1004159,4070.0
2020-01,1006777,625.0
2020-01,1007270,0.0
2020-01,1007307,98.0
2020-01,1007308,0.0
2020-01,1007309,1300.0
2020-01,1007310,210.0
2020-01,1008505,1300.0
2020-01,1010520,132.0
2020-01,1010975,360.0
2020-01,1010976,400.0
2020-01,1011721,625.0
2020-01,1012304,830.0
2020-01,1015575,0.0
2020-01,1015578,85.0
2020-01,1016231,6000.0
2020-01,1017862,720.0
2020-01,1018434,4740.0
2020-01,1018660,0.0
2020-01,1018661,25.0
2020-01,1018662,200.0
2020-01,1019983,5.0
2020-01,1025298,75.0
2020-01,1030868,18720.0
2020-01,1030869,5040.0
2020-01,1030870,1344.0
2020-01,1030871,312.0
2020-01,1031806,173.0
2020-01,1032664,20.8
2020-01,1032665,205.4
2020-01,1032673,0.0
2020-01,1032719,0.0
2020-01,1041317,375.0
2020-01,1041591,20.0
2020-01,1041779,70.0
2020-01,1041780,20.0
2020-01,1041782,20.0
2020-01,1041788,0.0
2020-01,1041791,0.0
2020-01,1041799,0.0
2020-01,1041807,0.0
2020-01,1044660,4248.0
2020-01,3001601,10125.0
2020-01,3001603,7800.0
2020-01,3002507,5000.0
2020-01,3014380,2000.0
2020-01,3017186,500.0
2020-01,3017624,4200.0
2020-01,3019452,35245.0
2020-01,3021522,1700.0
2020-01,1003831,10.0
2020-01,1003856,120.0
2020-01,1003861,30.0
2020-01,1003863,190.0
2020-01,1003865,1000.0
2020-01,1003866,40.0
2020-01,1003872,725.0
2020-01,1003874,36.0
2020-01,1003875,4175.0
2020-01,1003883,40.0
2020-01,1003915,26.4
2020-01,1003916,24.0
2020-01,1003934,0.0
2020-01,1004086,5.0
2020-01,1004126,60.0
2020-01,1004130,2250.0
2020-01,1004132,0.0
2020-01,1004134,30.0
2020-01,1004135,0.0
2020-01,1004146,210.0
2020-01,1004147,0.0
2020-01,1004150,0.0
2020-01,1004157,325.0
2020-01,1004158,0.0
2020-01,1004159,40.0
2020-01,1007270,0.0
2020-01,1007307,73.0
2020-01,1007308,0.0
2020-01,1007309,1300.0
2020-01,1007310,200.0
2020-01,1008505,2720.0
2020-01,1010520,192.0
2020-01,1010975,80.0
2020-01,1010976,740.0
2020-01,1012304,880.0
2020-01,1012308,60.0
2020-01,1015882,0.0
2020-01,1018434,660.0
2020-01,1018660,0.0
2020-01,1018661,25.0
2020-01,1018662,0.0
2020-01,1019983,0.0
2020-01,1025298,40.0
2020-01,1026978,0.0
2020-01,1030868,13320.0
2020-01,1030869,6432.0
2020-01,1030870,1056.0
2020-01,1030871,48.0
2020-01,1031806,144.0
2020-01,1032664,20.8
2020-01,1032665,0.0
2020-01,1032673,0.0
2020-01,1032719,0.0
2020-01,1041591,40.0
2020-01,1041779,60.0
2020-01,1041780,20.0
2020-01,1041782,30.0
2020-01,1041787,0.0
2020-01,1041788,0.0
2020-01,1041789,0.0
2020-01,1041795,0.0
2020-01,1041796,0.0
2020-01,1041799,0.0
2020-01,1044660,2688.0
2020-01,3001601,18000.0
2020-01,3001603,4050.0
2020-01,3002507,1287.5
2020-01,3014380,2000.0
2020-01,3017353,400.0
2020-01,3017624,1000.0
2020-01,3019452,50851.0
2020-01,1003831,125.0
2020-01,1003856,40.0
2020-01,1003861,0.0
2020-01,1003863,980.0
2020-01,1003866,80.0
2020-01,1003872,12.5
2020-01,1003874,0.0
2020-01,1003875,4350.0
2020-01,1003883,60.0
2020-01,1003915,35.2
2020-01,1003916,122.4
2020-01,1003930,12.0
2020-01,1003934,0.0
2020-01,1004126,22.0
2020-01,1004132,0.0
2020-01,1004134,30.0
2020-01,1004135,0.0
2020-01,1004137,0.0
2020-01,1004146,200.0
2020-01,1004147,50.0
2020-01,1004153,0.0
2020-01,1004157,415.0
2020-01,1004158,0.0
2020-01,1004159,280.0
2020-01,1007270,0.0
2020-01,1007307,100.0
2020-01,1007308,0.0
2020-01,1007309,0.0
2020-01,1007310,30.0
2020-01,1008505,2180.0
2020-01,1010520,24.0
2020-01,1010975,340.0
2020-01,1010976,620.0
2020-01,1012304,630.0
2020-01,1012721,2.0
2020-01,1015578,120.0
2020-01,1016231,2500.0
2020-01,1016242,24.0
2020-01,1017862,720.0
2020-01,1018660,0.0
2020-01,1018661,0.0
2020-01,1018662,0.0
2020-01,1025298,60.0
2020-01,1025986,0.0
2020-01,1026978,0.0
2020-01,1030868,21960.0
2020-01,1030869,4032.0
2020-01,1030870,1272.0
2020-01,1030871,48.0
2020-01,1031806,240.0
2020-01,1032664,20.8
2020-01,1032665,0.0
2020-01,1032673,6.0
2020-01,1032719,0.0
2020-01,1041591,20.0
2020-01,1041780,0.0
2020-01,1041781,10.0
2020-01,1041788,0.0
2020-01,1041799,90.0
2020-01,1041807,0.0
2020-01,3001601,7875.0
2020-01,3001603,4125.0
2020-01,3002507,5400.0
2020-01,3011491,6160.0
2020-01,3014380,2000.0
2020-01,3017624,1200.0
2020-01,3019451,7861.0
2020-01,3019452,51524.0
2020-01,1003831,440.0
2020-01,1003856,100.0
2020-01,1003863,120.0
2020-01,1003865,20.0
2020-01,1003866,100.0
2020-01,1003870,0.0
2020-01,1003872,187.5
2020-01,1003874,58.5
2020-01,1003875,1450.0
2020-01,1003883,120.0
2020-01,1003915,24.0
2020-01,1003916,36.0
2020-01,1003930,252.0
2020-01,1003934,80.0
2020-01,1004126,0.0
2020-01,1004132,0.0
2020-01,1004134,60.0
2020-01,1004135,0.0
2020-01,1004140,0.0
2020-01,1004146,180.0
2020-01,1004147,40.0
2020-01,1004150,5.0
2020-01,1004151,0.0
2020-01,1004157,275.0
2020-01,1004158,0.0
2020-01,1004159,2110.0
2020-01,1007307,15.0
2020-01,1007308,0.0
2020-01,1007309,0.0
2020-01,1007310,410.0
2020-01,1008218,96.0
2020-01,1008505,860.0
2020-01,1010520,0.0
2020-01,1010975,500.0
2020-01,1010976,540.0
2020-01,1012304,600.0
2020-01,1012308,40.0
2020-01,1015577,20.0
2020-01,1015578,10.0
2020-01,1016231,2200.0
2020-01,1017862,480.0
2020-01,1018434,200.0
2020-01,1018660,0.0
2020-01,1018661,0.0
2020-01,1018662,0.0
2020-01,1019983,25.0
2020-01,1025298,85.0
2020-01,1025986,0.0
2020-01,1030868,4728.0
2020-01,1030869,11040.0
2020-01,1030870,240.0
2020-01,1030871,72.0
2020-01,1031806,60.0
2020-01,1032665,0.0
2020-01,1032673,348.0
2020-01,1041591,20.0
2020-01,1041779,30.0
2020-01,1041780,20.0
2020-01,1041781,0.0
2020-01,1041782,20.0
2020-01,1041787,0.0
2020-01,1041788,32.0
2020-01,1041789,0.0
2020-01,1041791,0.0
2020-01,1041799,10.0
2020-01,1041807,0.0
2020-01,3001601,19125.0
2020-01,3001603,8500.0
2020-01,3002507,4200.0
2020-01,3014380,2000.0
2020-01,3017353,680.0
2020-01,3017624,2000.0
2020-01,3019451,-139.0
2020-01,3019452,48310.0
2020-01,3024247,390.0
2020-11,1003856,20.0
2020-11,1003916,0.8
2020-11,1004126,60.0
2020-11,1010975,60.0
2020-11,1010976,60.0
2020-11,1012308,40.0
2020-11,1015578,200.0
2020-11,1018662,0.0
2020-11,1030869,648.0
2020-11,1030871,72.0
2020-11,1041591,40.0
2020-11,1041779,20.0
2020-11,1003831,30.0
2020-11,1003856,500.0
2020-11,1003863,220.0
2020-11,1003865,930.0
2020-11,1003866,160.0
2020-11,1003870,0.0
2020-11,1003872,425.0
2020-11,1003874,45.0
2020-11,1003875,2750.0
2020-11,1003883,185.0
2020-11,1003915,52.8
2020-11,1003916,40.8
2020-11,1003930,0.0
2020-11,1003934,24.0
2020-11,1004086,5.0
2020-11,1004126,22.0
2020-11,1004130,625.0
2020-11,1004132,820.0
2020-11,1004134,70.0
2020-11,1004135,0.0
2020-11,1004146,150.0
2020-11,1004147,60.0
2020-11,1004150,114.0
2020-11,1004151,20.0
2020-11,1004157,200.0
2020-11,1004158,0.0
2020-11,1004159,2245.0
2020-11,1007307,97.0
2020-11,1007308,0.0
2020-11,1007309,0.0
2020-11,1007310,0.0
2020-11,1008218,36.0
2020-11,1008505,2240.0
2020-11,1010520,156.0
2020-11,1010975,40.0
2020-11,1010976,860.0
2020-11,1012304,640.0
2020-11,1015577,10.0
2020-11,1015578,130.0
2020-11,1016231,2000.0
2020-11,1016242,360.0
2020-11,1017862,360.0
2020-11,1018434,2120.0
2020-11,1018660,4.5
2020-11,1018661,0.0
2020-11,1018662,5.0
2020-11,1019983,0.0
2020-11,1025298,25.0
2020-11,1025986,0.0
2020-11,1026978,0.0
2020-11,1030868,22272.0
2020-11,1030869,2088.0
2020-11,1030870,3120.0
2020-11,1030871,168.0
2020-11,1031806,144.0
2020-11,1032664,20.8
2020-11,1032665,228.8
2020-11,1032673,24.0
2020-11,1032719,0.0
2020-11,1041317,350.0
2020-11,1041779,0.0
2020-11,1041780,40.0
2020-11,1041781,20.0
2020-11,1041782,40.0
2020-11,1041787,0.0
2020-11,1041791,0.0
2020-11,1041795,0.0
2020-11,1042914,0.0
2020-11,1044660,6000.0
2020-11,1049565,0.0
2020-11,3001601,15750.0
2020-11,3001603,7750.0
2020-11,3002507,5875.0
2020-11,3002511,10.0
2020-11,3011491,460.0
2020-11,3014380,1600.0
2020-11,3017624,2400.0
2020-11,3019451,7761.0
2020-11,3019452,48710.0
2020-11,3021522,1100.0
2020-11,1003831,35.0
2020-11,1003856,580.0
2020-11,1003861,110.0
2020-11,1003863,660.0
2020-11,1003865,20.0
2020-11,1003866,80.0
2020-11,1003872,437.5
2020-11,1003874,4.5
2020-11,1003875,850.0
2020-11,1003883,40.0
2020-11,1003915,49.6
2020-11,1003916,48.0
2020-11,1003930,0.0
2020-11,1003934,0.0
2020-11,1004126,61.0
2020-11,1004132,0.0
2020-11,1004134,30.0
2020-11,1004135,0.0
2020-11,1004146,160.0
2020-11,1004147,50.0
2020-11,1004151,0.0
2020-11,1004157,625.0
2020-11,1004158,20.0
2020-11,1004159,70.0
2020-11,1006777,625.0
2020-11,1007270,0.0
2020-11,1007307,112.0
2020-11,1007309,920.0
2020-11,1007310,0.0
2020-11,1008505,2900.0
2020-11,1010520,156.0
2020-11,1010975,300.0
2020-11,1010976,520.0
2020-11,1011721,625.0
2020-11,1012304,840.0
2020-11,1012308,60.0
2020-11,1015574,20.0
2020-11,1015577,12.5
2020-11,1015578,120.0
2020-11,1016231,2300.0
2020-11,1016242,360.0
2020-11,1017862,480.0
2020-11,1018434,80.0
2020-11,1018660,0.0
2020-11,1018661,0.0
2020-11,1018662,0.0
2020-11,1019983,0.0
2020-11,1025298,100.0
2020-11,1026978,0.0
2020-11,1030868,12360.0
2020-11,1030869,8016.0
2020-11,1030870,1848.0
2020-11,1030871,456.0
2020-11,1031806,216.0
2020-11,1032664,20.8
2020-11,1032665,1.3
2020-11,1032673,573.0
2020-11,1032719,0.0
2020-11,1041317,262.5
2020-11,1041591,40.0
2020-11,1041779,40.0
2020-11,1041781,5.0
2020-11,1041787,0.0
2020-11,1041788,0.0
2020-11,1041791,0.0
2020-11,1041795,0.0
2020-11,1041799,0.0
2020-11,1049461,0.0
2020-11,1049564,0.0
2020-11,1049565,0.0
2020-11,3001601,31500.0
2020-11,3002507,6875.0
2020-11,3002511,30.0
2020-11,3011491,6220.0
2020-11,3014380,1600.0
2020-11,3014381,200.0
2020-11,3017624,3000.0
2020-11,3019452,42723.0
2020-11,3021522,2260.0
2020-11,1003831,40.0
2020-11,1003856,0.0
2020-11,1003861,0.0
2020-11,1003863,200.0
2020-11,1003866,160.0
2020-11,1003870,0.0
2020-11,1003872,350.0
2020-11,1003874,54.0
2020-11,1003875,975.0
2020-11,1003883,100.0
2020-11,1003916,30.4
2020-11,1003934,2.0
2020-11,1004126,22.0
2020-11,1004135,0.0
2020-11,1004146,150.0
2020-11,1004147,50.0
2020-11,1004151,0.0
2020-11,1004157,435.0
2020-11,1004158,0.0
2020-11,1004159,2474.0
2020-11,1007307,133.0
2020-11,1007308,0.0
2020-11,1007309,920.0
2020-11,1007310,10.0
2020-11,1008505,1160.0
2020-11,1010520,156.0
2020-11,1010975,300.0
2020-11,1010976,600.0
2020-11,1012304,1540.0
2020-11,1015577,115.0
2020-11,1015578,100.0
2020-11,1017862,480.0
2020-11,1018434,1460.0
2020-11,1018661,10.0
2020-11,1018662,0.0
2020-11,1019983,2.5
2020-11,1025298,110.0
2020-11,1026978,0.0
2020-11,1030868,1224.0
2020-11,1030869,5736.0
2020-11,1030870,240.0
2020-11,1030871,240.0
2020-11,1031806,60.0
2020-11,1032664,10.4
2020-11,1032665,0.0
2020-11,1032673,3.0
2020-11,1032719,0.0
2020-11,1041591,100.0
2020-11,1041779,110.0
2020-11,1041780,0.0
2020-11,1041781,30.0
2020-11,1041782,0.0
2020-11,1041788,0.0
2020-11,1041789,0.0
2020-11,1041795,0.0
2020-11,1041799,0.0
2020-11,1041807,0.0
2020-11,1042914,0.0
2020-11,1049461,0.0
2020-11,1049564,0.0
2020-11,1049565,0.0
2020-11,3001601,11250.0
2020-11,3001603,3700.0
2020-11,3002507,7094.4
2020-11,3002511,100.0
2020-11,3011491,3080.0
2020-11,3014380,5800.0
2020-11,3017353,600.0
2020-11,3017624,2400.0
2020-11,3019452,33204.0
2020-11,3021522,700.0
2020-11,1003831,20.0
2020-11,1003856,0.0
2020-11,1003861,0.0
2020-11,1003863,600.0
2020-11,1003866,430.0
2020-11,1003870,100.0
2020-11,1003872,587.5
2020-11,1003874,40.5
2020-11,1003875,600.0
2020-11,1003883,165.0
2020-11,1003915,45.6
2020-11,1003916,36.0
2020-11,1003930,8.0
2020-11,1003934,0.0
2020-11,1004086,5.0
2020-11,1004126,41.0
2020-11,1004132,0.0
2020-11,1004134,255.0
2020-11,1004146,191.0
2020-11,1004147,40.0
2020-11,1004151,0.0
2020-11,1004157,465.0
2020-11,1004158,1.0
2020-11,1004159,2210.0
2020-11,1007270,0.0
2020-11,1007307,144.0
2020-11,1007309,920.0
2020-11,1007310,50.0
2020-11,1008505,2660.0
2020-11,1010520,96.0
2020-11,1010975,180.0
2020-11,1010976,560.0
2020-11,1012304,760.0
2020-11,1012308,40.0
2020-11,1012721,0.0
2020-11,1015578,160.0
2020-11,1016231,3400.0
2020-11,1016242,360.0
2020-11,1018434,2580.0
2020-11,1018660,58.05
2020-11,1018661,0.0
2020-11,1018662,0.0
2020-11,1019983,0.0
2020-11,1025298,40.0
2020-11,1026978,0.0
2020-11,1030868,4008.0
2020-11,1030869,4488.0
2020-11,1030870,696.0
2020-11,1030871,600.0
2020-11,1031806,168.0
2020-11,1032664,20.8
2020-11,1032673,18.0
2020-11,1032719,0.0
2020-11,1041591,60.0
2020-11,1041779,40.0
2020-11,1041780,20.0
2020-11,1041781,150.0
2020-11,1041782,40.0
2020-11,1041788,0.0
2020-11,1041789,0.0
2020-11,1041795,0.0
2020-11,1041796,0.0
2020-11,1041799,0.0
2020-11,1041807,0.0
2020-11,1049461,0.0
2020-11,1049564,0.0
2020-11,1049565,0.0
2020-11,3001601,13500.0
2020-11,3001603,10200.0
2020-11,3002507,3125.0
2020-11,3011491,3040.0
2020-11,3017186,1000.0
2020-11,3017624,6940.0
2020-11,3019451,8040.0
2020-11,3019452,52929.0
2020-11,1003856,0.0
2020-11,1003875,12.5
2020-11,1003934,0.0
2020-11,1004132,0.0
2020-11,1004147,0.0
2020-11,1004158,0.0
2020-11,1007308,0.0
2020-11,1007309,0.0
2020-11,1012304,1800.0
2020-11,1012721,0.0
2020-11,1015578,0.0
2020-11,1017862,360.0
2020-11,1018662,0.0
2020-11,1019983,0.0
2020-11,1030868,1008.0
2020-11,1030870,24.0
2020-11,1041317,700.0
2020-11,1041782,0.0
2020-11,1041787,0.0
2020-11,1041789,0.0
2020-11,1041791,0.0
2020-11,1041795,0.0
2020-11,1041796,0.0
2020-11,1041799,0.0
2020-11,1041807,0.0
2020-11,1049832,0.0
2020-11,3019452,-1002.0
2020-12,1003831,105.0
2020-12,1003856,160.0
2020-12,1003863,440.0
2020-12,1003865,20.0
2020-12,1003866,35.0
2020-12,1003870,0.0
2020-12,1003872,87.5
2020-12,1003874,54.0
2020-12,1003875,250.0
2020-12,1003883,80.0
2020-12,1003915,72.0
2020-12,1003916,71.2
2020-12,1003934,120.0
2020-12,1004126,41.0
2020-12,1004132,0.0
2020-12,1004134,0.0
2020-12,1004146,150.0
2020-12,1004147,244.0
2020-12,1004157,215.0
2020-12,1004158,0.0
2020-12,1004159,125.0
2020-12,1007307,60.0
2020-12,1007308,0.0
2020-12,1007310,0.0
2020-12,1008505,2240.0
2020-12,1010520,0.0
2020-12,1010975,400.0
2020-12,1010976,200.0
2020-12,1012304,80.0
2020-12,1012308,80.0
2020-12,1012721,1.0
2020-12,1015577,20.0
2020-12,1015578,340.0
2020-12,1016231,2500.0
2020-12,1016242,540.0
2020-12,1017862,360.0
2020-12,1018434,580.0
2020-12,1018660,-1.8
2020-12,1018661,0.0
2020-12,1018662,0.0
2020-12,1019983,0.0
2020-12,1025298,85.0
2020-12,1025986,0.0
2020-12,1030868,12840.0
2020-12,1030869,12240.0
2020-12,1030870,4776.0
2020-12,1030871,72.0
2020-12,1031806,240.0
2020-12,1032673,249.0
2020-12,1032719,0.0
2020-12,1041591,80.0
2020-12,1041779,40.0
2020-12,1041780,20.0
2020-12,1041781,30.0
2020-12,1041782,20.0
2020-12,1041787,0.0
2020-12,1041788,-4.0
2020-12,1041799,0.0
2020-12,1044660,7728.0
2020-12,1049461,0.0
2020-12,1049564,0.0
2020-12,1049565,0.0
2020-12,1049835,20.0
2020-12,3001601,11250.0
2020-12,3001603,7950.0
2020-12,3002507,5612.5
2020-12,3002511,70.0
2020-12,3014380,3800.0
2020-12,3017353,40.0
2020-12,3017624,3460.0
2020-12,3019452,56252.0
2020-12,3024410,1450.0
2020-12,1003831,20.0
2020-12,1003856,0.0
2020-12,1003863,220.0
2020-12,1003865,10.0
2020-12,1003866,120.0
2020-12,1003872,825.0
2020-12,1003874,0.0
2020-12,1003875,1075.0
2020-12,1003883,35.0
2020-12,1003915,24.0
2020-12,1003916,8.0
2020-12,1003930,4.0
2020-12,1003934,24.0
2020-12,1004086,5.0
2020-12,1004126,91.0
2020-12,1004132,0.0
2020-12,1004134,0.0
2020-12,1004135,0.0
2020-12,1004146,190.0
2020-12,1004147,190.0
2020-12,1004157,470.0
2020-12,1004158,1.0
2020-12,1004159,2117.0
2020-12,1007307,324.0
2020-12,1007309,1400.0
2020-12,1007310,50.0
2020-12,1008505,1620.0
2020-12,1010975,200.0
2020-12,1010976,660.0
2020-12,1012304,50.0
2020-12,1012308,140.0
2020-12,1015577,0.0
2020-12,1015578,200.0
2020-12,1016231,2800.0
2020-12,1017862,480.0
2020-12,1018434,1860.0
2020-12,1018660,0.45
2020-12,1018661,15.0
2020-12,1018662,0.0
2020-12,1019983,0.5
2020-12,1025298,110.0
2020-12,1025986,0.0
2020-12,1030868,12744.0
2020-12,1030869,9072.0
2020-12,1030870,1128.0
2020-12,1030871,72.0
2020-12,1031806,180.0
2020-12,1032664,20.8
2020-12,1032665,0.0
2020-12,1032673,18.0
2020-12,1032719,0.0
2020-12,1041591,40.0
2020-12,1041779,45.0
2020-12,1041780,60.0
2020-12,1041781,30.0
2020-12,1041782,0.0
2020-12,1041788,0.0
2020-12,1041791,0.0
2020-12,1041795,0.0
2020-12,1041796,0.0
2020-12,1041799,2.0
2020-12,1041807,0.0
2020-12,1042914,0.0
2020-12,1048886,20.0
2020-12,1049461,0.0
2020-12,1049564,0.0
2020-12,1049565,0.0
2020-12,1049832,0.0
2020-12,1049835,20.0
2020-12,3001601,6750.0
2020-12,3001603,6475.0
2020-12,3002507,7600.0
2020-12,3002511,100.0
2020-12,3014380,2800.0
2020-12,3014381,500.0
2020-12,3017353,660.0
2020-12,3017624,4000.0
2020-12,3019451,7582.0
2020-12,3019452,40162.0
2020-12,3021522,3160.0
2020-12,1003831,20.0
2020-12,1003856,260.0
2020-12,1003863,840.0
2020-12,1003865,15.0
2020-12,1003866,130.0
2020-12,1003872,525.0
2020-12,1003874,81.0
2020-12,1003875,1025.0
2020-12,1003883,20.0
2020-12,1003915,0.0
2020-12,1003916,96.0
2020-12,1003934,0.0
2020-12,1004086,3.0
2020-12,1004126,1.0
2020-12,1004132,260.0
2020-12,1004139,0.0
2020-12,1004146,276.0
2020-12,1004147,80.0
2020-12,1004151,6.0
2020-12,1004157,1195.0
2020-12,1004158,0.0
2020-12,1004159,4109.0
2020-12,1007307,300.0
2020-12,1007308,0.0
2020-12,1007309,1400.0
2020-12,1007310,50.0
2020-12,1008505,3600.0
2020-12,1010975,80.0
2020-12,1010976,700.0
2020-12,1012304,20.0
2020-12,1012308,40.0
2020-12,1012721,0.0
2020-12,1015577,20.0
2020-12,1015578,45.0
2020-12,1016231,4500.0
2020-12,1016242,384.0
2020-12,1017862,540.0
2020-12,1018434,1260.0
2020-12,1018660,27.0
2020-12,1018661,15.5
2020-12,1018662,0.5
2020-12,1019983,25.0
2020-12,1025298,0.0
2020-12,1030868,2184.0
2020-12,1030869,6000.0
2020-12,1030870,360.0
2020-12,1030871,120.0
2020-12,1031806,87.0
2020-12,1032664,20.8
2020-12,1032665,1.3
2020-12,1032673,0.0
2020-12,1041317,-262.5
2020-12,1041591,180.0
2020-12,1041779,40.0
2020-12,1041781,40.0
2020-12,1041788,30.0
2020-12,1041789,0.0
2020-12,1041799,0.0
2020-12,1041807,39.0
2020-12,1042914,0.0
2020-12,1044660,6000.0
2020-12,1048887,0.0
2020-12,1049565,0.0
2020-12,1049834,15.0
2020-12,1049835,65.0
2020-12,3001601,5625.0
2020-12,3001603,4925.0
2020-12,3011491,6560.0
2020-12,3014380,2800.0
2020-12,3014381,200.0
2020-12,3017624,4800.0
2020-12,3019452,53925.0
2020-12,3024585,9000.0
2020-12,1003831,20.0
2020-12,1003856,70.0
2020-12,1003861,10.0
2020-12,1003863,300.0
2020-12,1003865,1050.0
2020-12,1003866,30.0
2020-12,1003872,250.0
2020-12,1003874,0.0
2020-12,1003875,800.0
2020-12,1003883,20.0
2020-12,1003915,192.8
2020-12,1003916,0.0
2020-12,1003934,0.0
2020-12,1004086,3.0
2020-12,1004126,10.0
2020-12,1004132,500.0
2020-12,1004134,20.0
2020-12,1004146,0.0
2020-12,1004147,120.0
2020-12,1004157,500.0
2020-12,1004158,0.0
2020-12,1004159,1985.0
2020-12,1007307,230.0
2020-12,1007309,1400.0
2020-12,1007310,50.0
2020-12,1008505,1060.0
2020-12,1010975,80.0
2020-12,1010976,760.0
2020-12,1012304,30.0
2020-12,1012308,80.0
2020-12,1015578,0.0
2020-12,1016231,2000.0
2020-12,1016242,360.0
2020-12,1018434,860.0
2020-12,1018660,0.0
2020-12,1018661,15.0
2020-12,1018662,0.0
2020-12,1019983,5.0
2020-12,1030868,2424.0
2020-12,1030869,1512.0
2020-12,1030870,1272.0
2020-12,1031806,96.0
2020-12,1041779,45.0
2020-12,1041781,65.0
2020-12,1041782,0.0
2020-12,1041788,10.0
2020-12,1041789,0.0
2020-12,1041799,0.0
2020-12,1041807,0.0
2020-12,1049461,0.0
2020-12,1049564,0.0
2020-12,1049565,0.0
2020-12,1049834,80.0
2020-12,1049835,110.0
2020-12,3001601,5625.0
2020-12,3001603,5850.0
2020-12,3014380,3600.0
2020-12,3014381,20.0
2020-12,3017186,1000.0
2020-12,3017353,700.0
2020-12,3017624,4000.0
2020-12,3018803,600.0
